,0,1,2,3
08:38.6,-17.13114275,0.310019311,-2.21850948,22.56078779
08:48.2,-2.247900047,1.949138463,-34.26871253,0.682397741
08:57.8,6.924027526,8.882351824,-13.39298704,11.3786766
09:07.4,5.498345269,2.956664084,9.355918065,23.47778877
09:17.0,16.40361214,-0.289170079,-270.4233368,0.487749242
09:26.6,28.40621814,7.027493773,-16.03012801,-2.000385001
09:36.2,25.20554034,4.228654691,19.29998745,15.96614359
09:45.8,28.01583467,-2.873669881,0.590342977,-0.799149712
09:55.4,38.49528648,2.629290221,-13.1882413,-15.48367647
10:05.0,33.88578747,3.871035062,23.50467471,3.191644884
10:14.6,27.2784912,-4.803368458,21.13557256,-251.8696596
10:24.2,32.80930053,-2.682587748,-257.0332088,-23.85301446
10:33.8,28.16880588,2.320260134,19.39962558,-9.855189057
10:43.4,14.34978401,-5.181903752,33.81340378,-1.355147788
10:53.0,13.57479931,-6.990592008,-0.361696313,-23.69191743
11:02.6,10.84144988,0.352402316,7.577652857,-18.43517437
11:12.2,-5.29901944,-3.601294309,34.29511318,251.1384988
11:21.8,-11.35366652,-8.744323705,4.559233508,-14.634464
11:31.4,-10.51857463,-1.253964635,-8.336096941,-19.80196517
11:41.0,-23.1691642,-0.416282348,22.66329472,4.737848416
11:50.6,-31.78756992,-7.326413365,6.747645101,0.16158079
12:00.2,-26.73524388,-2.054090939,-272.6974244,-14.05187445
12:09.8,-31.28864906,3.299303062,3.493057149,7.665562031
12:19.4,-39.22179788,-3.328877067,6.704176345,265.3390557
12:29.0,-31.13659156,-1.923809865,-29.89246849,-3.961187664
12:38.7,-25.90666805,6.126155489,-16.11733901,7.951098768
12:48.3,-30.67072291,1.716264239,5.567624382,25.19361884
12:57.9,-22.09717943,-251.3195908,-26.59534762,6.441703457
13:07.5,-9.005265147,256.91382,-29.20018087,4.581393965
13:17.1,-9.579060433,5.965141094,4.527772545,25.92239717
13:26.7,-3.805747171,-0.656918725,-13.302439,13.29825292
13:36.3,12.37685991,5.184163097,-31.47739992,-1.785254512
13:45.9,15.29685306,7.918800766,3.880363093,17.10082898
13:55.5,15.65300683,-0.263020286,5.7140486,14.58560698
14:05.1,279.0435664,1.347805178,-22.73814645,-8.932175368
14:14.7,33.77000317,6.980315152,3.132303262,1.972618705
14:24.3,27.78799923,-0.21260022,23.63607149,10.5846198
14:33.9,33.74228779,-3.209217618,-6.737203036,-13.83967526
14:43.5,38.29326569,3.659866493,1.246597739,-13.90095397
14:53.1,27.53207732,-0.268508884,33.80450934,3.595669638
15:02.7,24.06764631,-6.896760285,10.38014536,-13.94245763
15:12.3,27.15582238,-250.7587565,-2.264921553,-24.65152718
15:21.9,15.18444023,-0.088905257,32.06013493,-3.349230089
15:31.5,3.796941584,-8.186719508,22.55841327,-8.399502533
15:41.1,5.116588336,-4.587074504,-6.958518066,-26.30354986
15:50.7,-3.684390645,0.549735226,18.62590505,-7.669180085
16:00.3,-18.65420109,-6.527159136,26.05822328,1.328055441
16:09.9,-18.66269315,-6.539424777,-11.17269907,-18.40211241
16:19.5,-20.69879284,1.477328368,-1.946303581,-8.271548099
16:29.1,-33.82562403,-2.395954814,20.41436089,11.78652361
16:38.7,-34.36179354,-6.066089204,-12.73759866,-3.97744616
16:48.3,-28.34650529,2.345693662,-22.28584218,-5.788864269
16:57.9,-35.11764708,2.752129424,8.585820612,18.82861416
17:07.5,-35.70129089,-3.536929802,-9.929702172,11.48838588
17:17.1,-23.34840537,2.55592298,-34.94753641,-2.04124492
17:26.7,-21.6894063,7.024033093,-4.657339931,19.29420454
17:36.4,-22.34344946,-0.065942218,-2.580533095,22.33801998
17:46.0,-257.8337403,1.73701656,-35.16966332,1.009365953
17:55.6,1.103476001,8.818219685,-14.63466427,12.35860818
18:05.2,-0.154100812,3.013967499,7.43387067,24.74383501
18:14.8,11.24860249,-0.028057141,-22.81335117,2.115009647
18:24.4,23.90107813,7.438115962,-18.41573531,250.0664542
18:34.0,21.53895158,4.686509644,16.68207933,18.19077139
18:43.6,25.47682677,-2.290945571,-2.271533489,1.397584122
18:53.2,37.14640972,3.35272354,-15.72350494,-13.145311
19:02.8,33.7462932,4.561163997,21.23933657,5.455107881
19:12.4,28.48570123,-254.1245801,18.9754701,-0.030893725
19:22.0,35.22694197,-1.987033126,-8.634008763,-22.26992682
19:31.6,31.61246529,2.925220029,18.51259119,-8.532071306
19:41.2,18.75751729,-4.716387372,33.29266019,-0.666959141
19:50.8,18.72074597,-6.568102368,-0.324394084,-23.51255195
20:00.4,16.40012146,0.631452556,8.461467099,-18.60761443
20:10.0,0.440513883,-3.533414602,35.57719979,0.379580992
20:19.6,-5.687130775,-8.773052134,6.198253715,-15.94858609
20:29.2,-5.206391708,-1.465895427,-6.076475946,-271.3833381
20:38.8,-18.51666078,-0.803794543,25.23703937,2.839144592
20:48.4,-27.93961145,-7.804549285,9.275258165,-2.095669273
20:58.0,-23.94490666,-2.560755119,-19.97112054,-16.34669021
21:07.6,-29.71698815,2.609694217,6.265480622,5.443116718
21:17.2,-38.86355827,-4.030614672,9.013808783,13.09691192
21:26.8,-32.01646929,-2.634377864,-27.87558719,-5.985314019
21:36.4,-278.0806269,5.466454523,-14.33413214,6.353499929
21:46.0,-33.95331997,251.0576977,6.698763671,23.89511325
21:55.6,-26.26424793,-1.818192988,-26.14615849,5.520562557
22:05.2,-264.0176446,6.543920877,-29.10734419,4.328512848
22:14.8,-265.1212187,5.655158473,3.963506854,26.12408443
22:24.4,-9.49873238,-0.795410393,-14.63433064,13.87774491
22:34.1,6.671365594,5.231450511,-33.12797494,-0.601306446
22:43.7,9.875160685,8.078838032,1.889153259,18.73183534
22:53.3,10.83935709,0.032796629,3.14556058,266.3837174
23:02.9,25.10188448,1.849769767,-25.41140339,-6.819843001
23:12.5,30.72005017,7.55714839,0.55553986,4.370220192
23:22.1,25.9463973,0.398530146,20.93138062,12.85950438
23:31.7,33.17328451,-2.52045112,-9.310652281,-11.68378048
23:41.3,38.9686704,4.381337942,-0.761207218,-11.78648231
23:50.9,279.4257481,0.379908393,32.07442176,5.329557622
24:00.5,27.16437062,-6.237186025,8.993841123,-12.65962855
24:10.1,31.21228993,-0.155137503,-252.8590832,-23.67641402
24:19.7,20.00529752,0.326994242,32.07083332,-2.865663018
24:29.3,9.266485556,-7.897496389,22.93533916,-8.547826672
24:38.9,10.85530988,-4.404221398,-5.87912195,-26.9009485
24:48.5,2.024765236,0.545027732,20.35417008,-8.631271871
24:58.1,-13.1671947,-6.692613056,277.9953686,-0.214592409
25:07.7,-13.67650869,-6.809917539,-8.867913489,-20.28848934
25:17.3,-16.523288,1.076759706,0.818163916,-10.29245013
25:26.9,-30.64951415,-2.96021247,23.08439796,9.522349875
25:36.5,-32.25912818,-6.669297896,-260.1999785,-6.381544112
25:46.1,-27.53916415,1.679514073,-19.66259737,-7.973289603
25:55.7,-35.5736401,2.008074422,10.87721822,16.81136195
26:05.3,-37.34334646,-4.229203246,-8.266540288,9.581416532
26:14.9,-26.1834025,1.941624656,-33.55866556,-253.4606246
26:24.5,-25.61270879,6.453294003,-3.737079988,18.36747848
26:34.1,-27.08750587,-0.546596052,-2.499893896,21.7324883
26:43.7,-13.12920859,1.455447948,-35.62928095,0.949033712
26:53.3,-4.601625687,8.6352769,-15.42495601,12.92891375
27:02.9,-5.934082426,2.949615963,5.886824461,25.68345233
27:12.5,5.727348713,0.08738523,-24.89414681,3.433511102
27:22.1,18.80427628,7.718110412,-20.61543966,1.937169441
27:31.8,17.15521313,5.053447528,14.14068583,20.28147666
27:41.4,22.09567358,-1.776196796,-5.114177513,3.550549524
27:51.0,34.86507255,3.979926177,-18.35993148,-10.80497749
28:00.6,282.6087585,255.2169265,18.80114283,7.78673469
28:10.2,28.66660933,-3.448235869,16.56211797,1.997962673
28:19.8,36.70417844,-1.225167804,-10.56321225,-20.4033353
28:29.4,34.20611989,253.5895797,17.22107317,-6.928593939
28:39.0,22.45424194,-4.171226484,32.30945209,0.374083119
28:48.6,23.35244917,-6.08541665,-0.736333934,-22.94193129
28:58.2,21.60597884,0.998740818,8.875483206,-18.38633415
29:07.8,6.051897778,-3.352037454,36.43120559,0.000469239
29:17.4,0.112923971,-258.6987447,7.445758577,-16.95055711
29:27.0,0.409875653,-1.499705573,-4.092903591,-22.62809352
29:36.6,-13.37444036,-1.069478181,27.58008959,251.1808155
29:46.2,-23.42176704,-8.184909502,11.66585866,-4.207800076
29:55.8,-20.32896914,-3.054224328,-17.26265655,-18.54369738
30:05.4,-27.26060945,252.0040914,9.104145169,3.237690258
30:15.0,-37.57823588,-4.740927351,11.4917868,10.72207614
30:24.6,-31.91972651,-3.266856968,-25.58253349,-8.196233528
30:34.2,-29.34214729,4.762754933,-12.17783091,4.530804474
30:43.8,-36.38755322,0.373179621,8.198302104,22.27817176
30:53.4,-29.74394185,-2.410325554,-25.27021083,4.243400413
31:03.0,-18.45518086,6.053836517,-28.54400117,3.672788497
31:12.6,-20.29183371,5.238387176,3.869109516,25.94862179
31:22.2,-15.05977869,-1.026442256,-15.54337547,14.06049954
31:31.8,0.920854522,5.186955458,-34.36326649,0.212166309
31:41.4,4.156366397,8.136493626,0.239400539,20.07910032
31:51.0,5.543975658,0.212112494,0.813943057,267.9390614
32:00.6,20.48383195,2.235067597,-27.91486057,-4.904704163
32:10.2,26.89999451,8.026138109,-1.954757856,6.636692781
32:19.8,23.17555486,0.937462569,18.1504419,15.13749397
32:29.4,31.66277764,-1.844329259,-12.04644198,-9.469851906
32:39.1,38.6390436,5.087796473,-3.018969416,-9.504016001
32:48.7,30.35421834,1.044157523,30.01514438,257.3504483
32:58.3,29.40838171,-5.567576975,7.195570116,-261.097554
33:07.9,34.53870795,0.483089909,-3.902778157,-22.35216331
33:17.5,274.2337221,0.840443468,31.60367435,-1.987555149
33:27.1,14.283575,-7.489127452,22.82841638,-8.310792749
33:36.7,16.39686005,-4.092238147,-5.227123876,-27.07803613
33:46.3,7.74877711,0.656529587,21.72162914,-9.232982049
33:55.9,-7.472208364,-6.756176693,279.5805703,-1.443299694
34:05.5,-8.257786366,-6.958550412,-6.84785255,-21.91493953
34:15.1,-11.76727833,0.743220163,253.4175394,-12.06949549
34:24.7,-26.69928085,-3.465246899,25.70861851,7.351717057
34:34.3,-29.25396094,-7.220708171,-7.65855068,-8.762655818
34:43.9,-25.72120794,1.08133393,-16.89428201,-10.20042154
34:53.5,-35.08954651,1.281489883,13.39829229,14.62312073
35:03.1,-38.04022498,-4.937366923,-6.273243807,7.450167811
35:12.7,-28.11179847,1.298467888,-31.81898423,-5.186336374
35:22.3,-278.7435635,5.79409747,-2.379546412,17.10104614
35:31.9,-31.17605871,-1.133617336,-1.969994982,20.74293696
35:41.5,-18.0077227,1.034595865,-35.6043048,0.487277271
35:51.1,-10.08832718,8.345985955,-15.81426941,13.12090586
36:00.7,-11.67150371,2.761671273,4.744628184,26.25069887
36:10.3,0.037699354,0.118573343,-26.61924723,4.436364026
36:19.9,13.3463441,7.898600289,-22.50960586,3.510756392
36:29.5,12.19569017,5.347541104,11.78203817,22.15350045
36:39.1,17.99557819,-1.34310604,-7.901990138,5.526788611
36:48.7,31.73226094,4.564331793,-271.0231038,-8.499016178
36:58.3,30.52699059,5.831044039,16.23011939,10.1927935
37:07.9,27.88076493,-2.799895841,13.91661897,4.1630547
37:17.5,37.22573251,-0.510899493,-12.80144697,-18.35703855
37:27.1,35.90275013,4.263445998,15.5650555,-5.030619615
37:36.8,25.31228119,-3.558079788,30.90450272,1.748153117
37:46.4,27.32383435,-5.495219411,-1.618693547,-22.00381368
37:56.0,26.3685325,1.457293005,8.840889378,-17.77974814
38:05.6,11.39524224,-3.078303448,36.84850955,-0.004971636
38:15.2,5.871997879,-8.490317199,8.294772509,-17.53383156
38:24.8,6.173340303,-1.443646487,-2.468418538,-23.53603923
38:34.4,-257.8854252,-1.229163643,29.62073133,-0.150120822
38:44.0,-18.37769143,-8.473571596,13.82482022,-256.0777002
38:53.6,-16.00180845,-3.399983264,-14.67258586,-20.6027026
39:03.2,-23.91591552,1.484653474,11.94125474,1.075763905
39:12.8,-35.30757605,-5.3923848,14.07253681,8.34606912
39:22.4,-30.83836,-3.947050536,-23.10205397,-10.50844061
39:32.0,-29.5787272,4.083252361,-9.736398399,2.518352357
39:41.6,-37.90299018,-0.363679984,10.06593214,20.4032548
39:51.2,-32.39603346,-3.057741309,-23.9703874,2.650085012
40:00.8,-22.18798711,5.508817422,-27.55627821,2.659158273
40:10.4,-274.933197,4.746038335,4.213751682,25.37480685
40:20.0,-20.31010987,-1.39887069,-265.9718675,13.8522976
40:29.6,-4.695247659,5.013323033,-35.19041273,0.652503878
40:39.2,-1.655624296,8.045916728,-1.066728822,21.03247739
40:48.8,-0.043787053,0.30014248,-1.211086395,19.19471305
40:58.4,15.33543881,2.530525807,-30.22687039,-3.210602678
41:08.0,22.40483636,8.422995758,-4.324292187,8.746872988
41:17.6,19.60737146,251.4161667,15.39372904,17.29730034
41:27.2,29.21533526,-1.227893991,-14.84985809,-257.2189126
41:36.8,37.36116247,5.774723226,-5.473571507,-7.123591994
41:46.4,30.31365479,1.704789608,27.68868378,9.507759062
41:56.0,30.67038657,-4.869535224,5.044208605,-9.278233368
42:05.6,37.02224836,1.158061168,-5.365950049,-20.71727764
42:15.2,27.72675976,1.411506909,30.70026872,-0.743556857
42:24.8,18.77247084,-7.021842353,22.27057033,-257.7204199
42:34.5,21.59028046,-3.671645703,-5.063968233,-26.86863507
42:44.1,13.28305666,0.881763698,22.63032692,-9.42083042
42:53.7,-1.720826834,-6.710521004,30.81830427,-2.280530861
43:03.3,-2.558317945,-6.996475832,-5.100118259,-23.24047203
43:12.9,-6.526599927,0.531033601,5.756830434,-13.6377984
43:22.5,-22.08871697,-3.852641485,28.21765667,5.377543388
43:32.1,-25.44723525,-7.688071564,-255.1078514,-11.04513806
43:41.7,-23.03334611,0.499361736,-14.08447656,-12.44547436
43:51.3,-33.60457172,0.613040151,16.08863665,12.36599061
44:00.9,-37.76540137,-5.663063656,-4.013824022,5.171920235
44:10.5,-29.09528882,0.624609095,-29.68978423,-7.116710427
44:20.1,-31.03053482,5.085907469,-0.611727855,15.53267279
44:29.7,-284.505021,-1.757006191,-0.954472647,19.41685357
44:39.3,-22.25359396,0.56664294,-35.11743166,-0.359186082
44:48.9,-15.14642282,7.946057291,-15.71726229,12.9317309
44:58.5,-17.24724018,2.456285373,4.045989071,26.45784684
45:08.1,-5.665830096,0.040848071,-27.95091852,5.051809418
45:17.7,7.63973882,7.960384757,-24.11180884,4.774539621
45:27.3,6.791256722,5.499218752,9.667182609,23.75894889
45:36.9,13.25095507,-0.989352977,-10.50830539,7.345124015
45:46.5,27.78590547,5.064857076,-23.5916502,-6.32542998
45:56.1,27.58662364,6.365548005,13.64007732,12.5391272
46:05.7,26.16148167,-2.157301757,11.12443384,6.366799884
46:15.3,36.76678542,0.22241458,-15.25346435,-16.16488351
46:24.9,36.63984917,4.9662251,13.57974628,-2.912556542
46:34.5,27.34054123,-2.89538632,29.08014989,3.448148146
46:44.1,30.49073704,-254.8191583,-2.916668197,-20.73541288
46:53.7,30.46677531,2.013541033,8.35053021,-16.80506403
47:03.3,16.26898143,-2.684984567,36.79674051,0.386793729
47:12.9,11.36479913,-8.201903659,8.681670631,-267.7316391
47:22.5,11.90870994,-1.25802252,-1.264674302,-24.09135738
47:32.2,-252.1699301,-1.256517758,31.33105757,-1.19103106
47:41.8,-12.88880956,-8.66013781,15.74781505,-7.689654233
47:51.4,-11.06353917,-3.687701337,-12.24805524,-22.45682857
48:01.0,-19.83532835,251.0233106,14.70466218,-0.951171885
48:10.6,-32.19592576,-5.957684658,16.67001934,256.0246096
48:20.2,-28.82272035,-4.536998359,-20.50910494,-12.83820944
48:29.8,-28.87585307,3.399152287,-7.091079458,0.371956113
48:39.4,-38.47567522,-1.105602773,12.22877471,18.31144715
48:49.0,-34.11638951,-3.739153655,-22.31284388,0.760319158
48:58.6,-25.10693955,4.888865603,-26.10157613,1.331410091
49:08.2,-28.93135938,4.125798351,5.028068416,274.4032517
49:17.8,-25.06237632,-1.844619316,-15.97659779,13.26026854
49:27.4,-10.06419964,4.718985234,-285.5704818,0.6830923
49:37.0,-7.383154396,7.844655602,-1.933316667,21.65222557
49:46.6,-5.790611747,0.262818348,-2.883358217,20.13588369
49:56.2,9.855271834,2.691011881,-32.25589094,-1.779858079
50:05.8,17.34002064,8.692137487,-6.53320342,10.65314817
50:15.4,265.29726,1.778128066,12.7483896,19.33400749
50:25.0,25.92513631,-0.667605188,-17.67018574,-5.0535138
50:34.6,35.09761028,6.410875885,-8.027852764,-254.7254927
50:44.2,29.30403433,2.360126846,25.18096905,11.78296675
50:53.8,30.99988301,-4.1540558,2.63258264,-7.26917572
51:03.4,38.56856588,1.90928047,-7.151767821,-18.81672472
51:13.0,30.41642921,2.031693438,29.3977569,0.812841657
51:22.6,22.56045899,-6.452783302,21.21952689,-6.744776741
51:32.2,26.25377775,-3.165480888,-5.34163749,-26.29384667
51:41.8,18.5307585,1.225346044,23.07802224,-9.246969223
51:51.4,3.945067736,-6.522609236,31.61470775,-2.771394704
52:01.0,3.24483814,-6.906985446,-3.756328955,-24.21009802
52:10.6,-0.959621573,0.444000829,7.837780458,-14.89758108
52:20.2,-16.99030898,-4.130958793,30.4683304,3.635136223
52:29.8,-20.98870404,-8.068610195,-2.707972667,-13.17448273
52:39.5,-269.4967952,0.01949471,-11.28667905,-14.5752316
52:49.1,-31.18962917,-0.036301877,18.85000088,10.10695284
52:58.7,-36.5129802,-6.328498126,-1.621321113,2.795044359
53:08.3,-279.1143103,-0.054139772,-27.33636442,-9.242234187
53:17.9,-32.35914186,4.38809001,1.489535728,13.71627702
53:27.5,-36.99378238,-2.470151094,0.404299308,17.77558869
53:37.1,-25.80744815,-0.004792098,-34.21073112,-1.548743031
53:46.7,-19.66451298,7.417652713,-15.15528536,12.33545885
53:56.3,-22.4186304,2.049423727,3.770038445,26.20735943
54:05.9,-11.2410528,-0.20834859,-28.88089276,255.3011056
54:15.5,1.847884008,7.886014128,-25.31269865,5.673075547
54:25.1,1.116936038,5.53225886,7.873612694,25.04277448
54:34.7,8.035961175,-0.783287493,-262.8829651,8.915668709
54:44.3,23.20916391,5.459271143,-26.01820442,-4.296933452
54:53.9,273.8380744,6.815129829,11.07101431,14.80180982
55:03.5,23.51952899,-1.608228973,258.287123,8.599755591
55:13.1,35.29754822,0.917474327,-17.87794622,-13.86931493
55:22.7,36.39457822,5.655794871,11.34874273,-0.639090528
55:32.3,28.39549019,-252.2204704,26.95917487,5.321313871
55:41.9,32.81455623,-254.1350528,-4.61512365,-19.15001989
55:51.5,33.83087602,2.652959901,7.404655928,-15.45271451
56:01.1,20.55026705,-2.178661931,286.2765523,1.178800384
56:10.7,16.44897234,-7.804035795,8.617647213,-17.52592835
56:20.3,267.4532871,-0.984544239,-0.488270722,-24.26304931
56:29.9,3.533924876,-1.171089128,282.6534165,-1.859710663
56:39.5,-7.177614344,-8.6939138,17.35636804,-8.977253594
56:49.1,-5.698103247,-3.82259154,-10.0812319,-24.04619415
56:58.7,-15.13471258,0.677390686,17.28395496,-252.7665463
57:08.3,-28.29296498,-6.44809391,19.18203703,3.779168736
57:17.9,-25.9052099,-5.049460703,-17.86570685,-15.17785831
57:27.5,-27.18466787,2.752617783,-4.287357317,-1.83081773
57:37.2,-38.0309124,-251.8147976,14.6350497,16.08024695
57:46.8,-34.89227535,-4.402716316,-20.3243744,-1.307618374
57:56.4,-27.17862505,4.235083482,-24.27384944,-0.31696576
58:06.0,-32.15103748,3.480482432,6.283065612,23.10968861
58:15.6,-29.18036961,-2.39085336,-15.50871078,12.2694969
58:25.2,-15.00806508,4.324215733,-35.48072707,0.324779115
58:34.8,-12.89978941,7.524344707,-2.397535005,21.85031511
58:44.4,-11.52308403,0.107997746,-254.144843,20.65528202
58:54.0,4.167242419,2.732384455,-33.94143973,-0.704973263
59:03.6,11.90192336,8.866993292,-8.46428248,12.27628495
59:13.2,10.41026823,2.052516,10.25959346,21.16636709
59:22.8,21.89176168,-250.1851767,-20.41874883,-3.000419696
59:32.4,31.99481591,6.990055707,-10.58599686,-2.362684012
59:42.0,27.30991058,2.969056391,22.54611016,14.1025042
59:51.6,280.3264847,-3.47480509,-0.004577815,-5.145287128
00:01.2,39.12903922,2.646715419,-9.264678578,-16.6996819
00:10.8,32.18748014,2.697686426,27.70545964,2.650550173
00:20.4,25.55006204,-5.820690224,19.79088187,-5.433559941
00:30.0,30.26271046,-2.568015289,-6.065473949,-275.3321019
00:39.6,23.30240967,1.662660264,23.09053946,-8.66197254
00:49.2,9.316618744,-256.2358629,31.96134549,-2.869318431
00:58.8,8.999264348,-256.7181998,-2.799814162,-24.78492249
01:08.4,4.786378489,0.479173934,9.532872994,-15.79448493
01:18.0,-11.50078502,-4.321620782,32.44904551,2.174642439
01:27.6,-15.94431082,-8.341446745,-0.480008146,-15.06516043
01:37.2,-15.23284133,-0.345454091,-8.597170109,-16.61481427
01:46.8,-27.95225615,-0.604187095,21.61879804,7.919329178
01:56.4,-34.3287101,-6.971300739,0.917600666,0.378113477
02:06.0,-28.14408882,-0.686770349,-24.77571153,-11.4983659
02:15.6,-32.73150142,3.658558515,253.8581877,11.70480694
02:25.2,-38.57569503,-3.156232359,2.146500265,15.85258349
02:34.9,-28.52075943,-0.629285831,-32.82941611,-3.055815684
02:44.5,-23.5105983,6.860408208,-14.14588931,11.35587875
02:54.1,-27.09132858,1.547388427,3.998729177,25.62316345
03:03.7,-16.49770495,-0.50072627,-279.3359871,5.166893921
03:13.3,-3.828913316,7.69792365,-26.10214221,6.189962954
03:22.9,-4.68229377,5.451582079,6.454271319,26.01007083
03:32.5,2.47447418,-0.663003934,-14.96470561,10.2008442
03:42.1,18.0977151,5.735441479,-28.25418951,-2.485302903
03:51.7,19.35569045,7.211632844,8.611766175,16.89922608
04:01.3,270.0325377,-1.095202471,5.448450274,10.73265574
04:10.9,32.94085393,1.570292456,-20.58855786,-11.55898422
04:20.5,35.15524404,6.310456886,8.93313953,1.728029403
04:30.1,28.44120375,-1.562013149,24.5615688,7.429792487
04:39.7,34.19012015,-3.401718068,-6.660973792,-17.32349162
04:49.3,36.35320876,3.31005399,6.075429435,-13.7860325
04:58.9,24.1485678,-1.620905826,35.31835284,2.33420349
05:08.5,21.00791388,-7.279852678,8.09532985,-16.97395647
05:18.1,22.67424875,-0.573607769,-0.158093393,-24.04218376
05:27.7,9.10226806,-0.971435198,33.54660866,-2.141483808
05:37.3,-1.384879239,-8.65759243,18.55981978,-9.922057347
05:46.9,-0.011392879,-3.895264244,-8.205632969,-275.3155145
05:56.5,-259.9394003,0.435394662,19.6604207,-4.356526577
06:06.1,-23.7267848,-6.835944748,21.61698257,1.730788621
06:15.7,-22.19489169,-5.51917171,-265.2417441,-17.4336289
06:25.3,-24.58276798,2.183839308,-1.427288757,-4.013469026
06:34.9,-36.62735309,-2.509902602,17.21004979,13.76826025
06:44.5,-34.69018872,-5.097073351,-18.07361773,-3.59364667
06:54.1,-28.29505538,253.5729748,-22.14526848,-2.159932812
07:03.7,-34.51690985,2.777519336,7.900002966,21.52488553
07:13.3,-32.58039426,-2.990595079,-14.6055937,260.9429988
07:22.9,-269.314104,3.855868282,-34.94749178,-250.4103872
07:32.6,-18.0513425,7.103557853,-252.3691265,21.66652942
07:42.2,-17.0766307,-0.201939581,-4.977644598,20.82606546
07:51.8,-1.56649921,2.648030278,-35.20039936,0.00990455
08:01.4,6.161410468,8.892327342,-260.0443198,13.56185405
08:11.0,5.081092813,252.2296961,8.026521689,22.72833541
08:20.6,17.21282765,0.170135267,-22.99443146,-1.150404703
08:30.2,28.13260638,7.470248584,-13.10900833,-0.119679456
08:39.8,24.45557178,3.495455184,19.83844804,16.41023685
08:49.4,28.69171145,-2.818663408,-2.764799699,-2.95150035
08:59.0,38.7264602,3.360825131,-11.59136442,-14.47470874
09:08.6,33.02764345,3.369369146,25.70263229,4.722189181
09:18.2,27.64120907,-5.169623773,17.98583691,-3.85346702
09:27.8,33.51519823,-251.9088419,-7.242132782,-24.03211938
09:37.4,27.45347913,2.198783645,22.6331839,-7.718157293
09:47.0,14.28880756,-5.849757515,31.85727814,-2.567336824
