,0,1,2,3
10:24.2,32.81802961,-2.698064542,-7.059190756,-23.85131317
10:33.8,28.18331898,2.325080719,19.42186011,-9.842326721
10:43.4,14.37087721,-5.182107995,33.83831302,-1.372844905
10:53.0,13.58832219,-6.984775605,-0.35892193,-23.67606124
11:02.6,10.85072201,0.367489221,7.565337651,-18.43013169
11:12.2,-5.297300056,-253.601578,34.28810749,1.117243729
11:21.8,-11.36327316,-8.733238141,4.535973805,-14.64281026
11:31.4,-10.50743898,-1.249452148,-8.334748034,-19.78767639
11:41.0,-23.14777573,-0.421469977,22.65953665,4.73327498
11:50.6,-31.80078769,-7.306066264,6.775694029,0.186665626
12:00.2,-26.73755768,-2.029820532,-22.6753689,-14.02798475
12:09.8,-31.29213538,3.287201671,3.489725761,7.664409073
12:19.4,-39.25691553,-3.326977736,6.700781167,265.3399749
12:29.0,-31.12582454,-1.958444058,-29.88822683,-3.928655247
12:38.7,-25.94752612,6.141553117,-266.1267165,7.906156865
12:48.3,-30.64982699,251.7079971,5.570153156,25.18973246
12:57.9,-22.08852493,-1.312235487,-26.60045791,6.431146193
13:07.5,-9.004504797,6.933295925,-29.20816578,4.599699392
13:17.1,-9.590158876,5.976991492,4.532573201,275.9032811
13:26.7,-3.795328437,-0.665787749,-13.31824246,13.28594726
13:36.3,12.36404883,5.187267414,-31.46462148,-1.774571933
13:45.9,15.30832859,7.927249604,3.901900677,17.11672468
13:55.5,15.62365705,-0.264651096,5.679870512,14.57449274
14:05.1,29.06453875,1.340287509,-22.72779012,-258.9336542
14:14.7,33.76040302,6.999092263,3.129220194,1.959066215
14:24.3,27.80700005,-0.228824328,23.65531268,10.59872483
14:33.9,33.73544737,-3.213950716,-6.737905203,-13.82491913
14:43.5,38.2971719,3.657212802,1.257284859,-13.88969946
14:53.1,27.54235443,-0.279078825,33.80347687,3.595730415
15:02.7,24.07807014,-256.888393,10.37239184,-13.95570075
15:12.3,27.13922601,-0.750283032,-2.261666251,-24.64432109
15:21.9,15.17793782,-0.067998466,32.06202773,-3.348015435
15:31.5,3.818806647,-8.183669341,22.58889486,-8.405016079
15:41.1,5.099171974,-4.568375226,-6.955949482,-26.29347081
15:50.7,-3.685919743,0.537902205,18.63297553,-7.678756642
16:00.3,-18.65091669,-6.513415499,26.07322278,1.320700997
16:09.9,-18.67750604,-6.541047318,-11.17224156,-18.39293134
16:19.5,-20.70828155,1.479255686,-1.953756811,-8.267815581
16:29.1,-33.82426978,-2.422962439,20.40700668,11.78687822
16:38.7,-284.3807128,-6.062925661,-12.73891529,-3.983595255
16:48.3,-28.36417471,2.336167062,-22.29046855,-5.793777425
16:57.9,-35.10825987,2.742519096,258.5945682,18.8471244
17:07.5,-35.69903664,-3.532679303,-9.925986284,11.48859882
17:17.1,-23.31816144,2.559141869,-34.94351317,-2.030012539
17:26.7,-21.68848783,7.018584213,-4.646687741,19.29906352
17:36.4,-22.38131476,-0.080899265,-2.597556941,22.35035841
17:46.0,-7.830586977,1.748445776,-35.16930885,0.999180683
17:55.6,1.118820861,8.818789727,-14.6292506,12.34439111
18:05.2,-0.141140956,2.995448774,257.432221,24.75769033
18:14.8,11.24591999,-0.050968023,-22.80948419,2.111243093
18:24.4,23.88998447,7.435964001,-18.42330111,0.067488174
18:34.0,271.5273458,4.690856786,16.69050476,18.18347954
18:43.6,25.48325134,-2.297572117,-2.276776686,1.391222462
18:53.2,287.1626465,3.350173009,-265.7404116,-13.13979284
19:02.8,33.72452106,4.55514167,271.2295643,5.450617206
19:12.4,28.45595341,-254.1288236,18.97286234,-250.0154824
19:22.0,285.2230241,-1.970354038,-8.621664807,-22.26864273
19:31.6,31.58986465,2.92709762,268.5170222,-8.535713181
19:41.2,18.75095455,-4.704584397,33.29557618,-0.658750498
19:50.8,18.730021,-6.575343081,-0.328753095,-23.47759484
20:00.4,16.37106546,0.624075,8.455329864,-18.60430038
20:10.0,0.430072778,-253.5524852,35.58403819,0.376186745
20:19.6,-5.66357556,-258.7808789,6.186202845,-265.9618897
20:29.2,-5.207947671,-1.465007617,-6.067012386,-21.35556415
20:38.8,-18.51567419,-0.796113123,25.22070844,2.848730832
20:48.4,-27.94376505,-7.805359284,9.28791041,-2.100094005
20:58.0,-273.928804,-2.587795566,-19.96784795,-16.34269884
21:07.6,-29.73933748,2.625796252,6.266869931,5.452909637
21:17.2,-38.89424553,-4.046874535,258.9924298,13.06690257
21:26.8,-32.00886953,-2.613312437,-27.86716622,-5.974106723
21:36.4,-28.09751009,5.465548029,-14.32667574,6.357147285
21:46.0,-33.96838819,1.057521128,6.692133422,23.88595991
21:55.6,-26.27880961,-1.837628411,-26.13438077,5.513918786
22:05.2,-14.00465384,6.540060009,-29.1080928,254.3042996
22:14.8,-15.14268996,5.65621694,3.980221733,26.13008957
22:24.4,-9.542621248,-0.799327097,-14.61154047,13.86131562
22:34.1,6.679150381,5.241853127,-33.11458388,-0.593337354
22:43.7,9.844856809,8.094770205,1.898556228,18.76152738
22:53.3,10.83439059,0.036098674,3.138789517,16.39241345
23:02.9,25.07891729,1.866325788,-25.39059535,-6.821140041
23:12.5,30.7299852,7.558897789,0.547181079,4.357683225
23:22.1,25.9657407,0.378557762,20.92304663,12.88972135
23:31.7,33.18872996,-2.507529643,-9.322007556,-11.67450311
23:41.3,38.94533354,4.36694109,-0.765562368,-11.77340185
23:50.9,29.40673452,0.380412893,32.08867679,5.374982977
24:00.5,27.18588647,-6.248959637,8.968096967,-12.66953766
24:10.1,31.24117583,-0.156674746,-2.862145015,-23.65576734
24:19.7,20.02552953,0.343354598,32.05852017,-2.865062375
24:29.3,9.263528019,-7.900502192,22.93346457,-8.551438055
24:38.9,10.85272761,-4.396664625,-5.883583698,-26.89764947
24:48.5,2.01800458,0.528427797,20.36677215,-8.636834579
24:58.1,-13.18226159,-6.702241443,27.96105143,-0.198629324
25:07.7,-13.66490956,-6.809457642,-8.880384473,-20.28638563
25:17.3,-16.54674079,1.062995086,0.793388847,-10.26889345
25:26.9,-30.62652537,-2.965442125,23.11163717,9.523413741
25:36.5,-32.2588715,-6.678863146,-10.20846883,-6.395386696
25:46.1,-27.55640339,1.69314327,-269.6578117,-7.957126335
25:55.7,-35.59857391,2.007799447,10.87337625,16.81429741
26:05.3,-37.34773073,-4.226519945,-8.261534257,9.568454347
26:14.9,-26.1646703,1.928863243,-283.567806,-3.465967765
26:24.5,-25.61334698,256.4349729,-3.74964118,18.36998527
26:34.1,-27.0741248,-0.562544158,-2.493180052,21.73224852
26:43.7,-263.1472378,1.440876557,-35.61662601,0.942550603
26:53.3,-4.608422744,8.610660997,-15.44482558,12.94098794
27:02.9,-5.93999058,2.948906092,5.904411444,25.70137298
27:12.5,5.755876722,250.1108169,-24.8878594,3.44120325
27:22.1,18.81473782,7.721449363,-270.6077824,1.919342178
27:31.8,17.16632052,5.068088442,14.13291025,20.27874067
27:41.4,22.11987583,-1.764948591,-5.14166145,3.534678656
27:51.0,34.88542864,3.976705564,-18.35252483,-10.78436286
28:00.6,32.61460535,5.208862716,18.80343098,7.779013146
28:10.2,28.66693505,-3.452940578,16.55848998,2.002600829
28:19.8,286.7205563,-1.230906,-10.56678848,-20.40532363
28:29.4,34.21010041,3.600381019,17.22795334,-6.925342447
28:39.0,22.43349117,-4.147749617,32.29082063,0.384452677
28:48.6,23.36663645,-6.054375165,-0.745406479,-22.94455027
28:58.2,21.63267579,0.997806943,8.86621085,-18.37269312
29:07.8,6.054958827,-3.355544318,36.43258846,-0.010308246
29:17.4,0.125691017,-8.713637422,7.449580282,-16.94069374
29:27.0,0.405379038,-1.505051125,-4.092529367,-22.62246661
29:36.6,-13.37513051,-1.084672049,27.57076521,1.227273621
29:46.2,-23.42471674,-8.212529344,261.661461,-4.217058707
29:55.8,-20.31919522,-3.044929425,-267.2549808,-268.5439847
30:05.4,-27.2369853,2.022712657,9.105022482,3.242420368
30:15.0,-37.57169494,-4.73388321,11.49037998,10.73689166
30:24.6,-31.90137957,-3.279735244,-25.59434252,-8.195996463
30:34.2,-29.33388732,4.783412913,-12.16990878,4.560700963
30:43.8,-36.3853135,0.347639363,8.209817092,22.28397538
30:53.4,-29.73696261,-2.407288266,-25.26672697,4.247302189
31:03.0,-18.43705019,6.057852363,-28.55453338,3.665138315
31:12.6,-20.30637139,5.253916864,3.86397721,25.94371659
31:22.2,-15.08740199,-1.017862566,-15.55158123,14.05713248
31:31.8,0.910564339,5.174451648,-34.33913662,0.204883141
31:41.4,4.17229406,8.122738924,0.229435084,20.07154223
31:51.0,5.53170099,0.22211621,0.811727854,17.95652686
32:00.6,20.47950856,2.239953718,-27.92465392,-4.903635073
32:10.2,28.64493825,7.843291125,2.657595482,7.098173399
32:19.8,27.69290276,-1.45120142,14.82686204,22.49440676
32:29.4,29.73380976,-1.112357871,0.290613379,9.385145928
32:39.1,19.01397939,2.491156175,33.37017114,1.760942332
32:48.7,-9.916159039,-7.260246277,-14.00552853,17.34730906
32:58.3,-23.49839285,-3.435020222,5.76843539,22.01609281
33:07.9,-276.5909435,-0.075929967,-18.3608138,6.954143871
33:17.5,-33.92444315,-8.295627387,-22.02184326,1.215148276
33:27.1,-269.5025653,-1.487932577,10.01897998,9.612313042
33:36.7,9.494574532,2.416132857,-11.21434519,8.605808409
33:46.3,20.89171123,-1.56134213,31.59155727,-7.120829308
33:55.9,30.05802201,6.690157088,3.764793905,-12.87626367
34:05.5,38.51967673,6.092827217,8.38944816,-4.413132694
34:15.1,17.29441612,2.29442522,5.510309077,-9.752853381
34:24.7,-11.09138804,9.372455383,-27.196735,-23.11115111
34:34.3,-21.69880162,1.556563286,1.259719108,-19.00449809
34:43.9,-35.66269763,-6.31230127,-23.86554345,-13.77841579
34:53.5,-39.47708321,-0.494562778,12.89951535,-18.95543581
35:03.1,-10.80400507,-6.873947524,15.58557692,-17.73279533
35:12.7,14.51629477,-10.49438259,5.718186031,-13.10962542
35:22.3,24.18035531,-3.801397992,20.32656585,-9.622675816
35:31.9,39.34361991,-5.005202552,-19.56230065,-2.832713486
35:41.5,34.22587787,1.593262857,1.107945959,-0.89681373
35:51.1,1.089970143,8.446341849,-22.43646939,2.339204654
36:00.7,-17.33866871,2.4204474,-15.69006947,12.20791673
36:10.3,-25.16730469,8.490498333,7.86816791,13.83416174
36:19.9,-37.90431051,12.38957064,0.190414119,15.46149903
36:29.5,-23.26003603,-0.284402442,32.80395847,21.81230539
36:39.1,8.036692937,-2.149595136,-1.27574854,17.9590962
36:48.7,16.34314643,-2.189991045,-0.337396069,19.10780974
36:58.3,22.319945,-8.545238472,-10.20883609,25.15535588
37:07.9,30.9538915,-5.969745558,-24.52986657,262.3936919
37:17.5,10.19289291,-7.50000204,-0.763405405,6.713067803
37:27.1,-12.04289773,-6.284077025,-17.54687391,16.19186525
37:36.8,-9.7114955,6.81892142,19.28133721,4.695363008
37:46.4,-15.8384317,4.522664827,20.93587725,-9.733098681
37:56.0,-271.0012404,-0.72904716,17.32852155,-5.042841018
38:05.6,-0.083963515,7.877711118,12.99599846,-6.555004879
38:15.2,7.969733087,5.338033694,-23.5918692,-14.34187866
38:24.8,-1.59182929,-251.5660154,-5.611378711,-20.17278467
38:34.4,8.170110036,-1.196166068,-19.00764477,-22.67857126
38:44.0,11.97250647,-3.452162606,-4.37152231,-10.44372332
38:53.6,-2.953859259,1.944787228,8.520330977,-11.48534598
39:03.2,4.087682274,5.121861409,10.10355823,-28.86958057
39:12.8,14.002658,-254.1558365,36.35628426,-10.76606367
39:22.4,-2.857060451,-0.048085397,6.540914604,10.0736433
39:32.0,-7.667443585,5.171460525,-1.551649939,-10.46940579
39:41.6,-2.796728411,-7.089115082,-21.35549732,-10.73952402
39:51.2,-20.80973163,-11.26962383,-23.03704402,17.34877327
40:00.8,-22.64154773,-6.827674471,-1.351635731,16.69983179
40:10.4,3.097465038,-3.808234335,-10.69942395,4.33685679
40:20.0,9.957861837,3.601701637,13.04725283,7.111537627
40:29.6,15.76265771,4.995950992,12.25644306,18.22268678
40:39.2,36.51022844,8.885843499,17.5368883,24.70348453
40:48.8,23.02125345,21.18473328,256.940575,2.317813403
40:58.4,-10.24775989,13.25482418,-25.67434888,-10.46254189
41:08.0,-18.31235228,-3.845675717,-18.01936161,18.91649779
41:17.6,-31.47728424,-5.640678362,-19.22785374,10.05561411
41:27.2,-44.80112365,-10.29330803,2.344083623,-33.43487126
41:36.8,-12.7170084,-18.48294807,5.59090918,-17.20570684
41:46.4,22.89291929,-18.45813448,3.417078649,5.809460155
41:56.0,29.1596114,-12.41147532,268.8227552,-275.8133412
42:05.6,43.48345081,4.673069278,5.747876262,-41.37424242
42:15.2,40.59963293,16.05206184,-0.139840984,-21.41901722
42:24.8,-7.107613222,10.38173174,-21.05079569,-259.3900124
42:34.5,-36.47794557,264.3747823,-16.48490064,-268.9442158
42:44.1,-36.9042356,20.16683577,7.736638698,-36.74762207
42:53.7,-45.54944052,5.333547009,12.31659386,-13.08150067
43:03.3,-22.754174,-9.200084461,18.02273582,24.83658468
43:12.9,280.6787312,-12.35496985,5.429650136,-4.657605085
43:22.5,44.09491915,-11.07906457,8.70894697,-20.15988418
43:32.1,35.89523064,-7.920521036,4.669274117,39.70983068
43:41.7,34.68825621,-11.29022264,-13.1674229,48.69684639
43:51.3,-4.164765371,-7.367105068,-15.16507389,5.408599894
44:00.9,-48.54618899,260.5641886,-7.200307077,24.33597454
44:10.5,-39.21522989,11.69447853,19.83840302,60.85722249
44:20.1,-23.60318024,0.374806684,23.93003325,49.07199479
44:29.7,-263.6403738,3.377560661,8.900073767,22.5432573
44:39.3,30.33480975,7.896416491,-3.135761483,20.50866962
44:48.9,51.17837483,2.758036695,-10.45067729,51.43241611
44:58.5,19.72542586,-4.973880308,-11.6195763,45.01975949
45:08.1,3.536500785,-7.459530039,-22.74691547,-15.5297475
45:17.7,-9.13494278,3.040873574,-20.64526658,-3.763144408
45:27.3,-44.21173241,7.776080788,2.138252086,45.0319428
45:36.9,-33.91003673,-4.304727786,25.05204131,-7.809542576
45:46.5,9.279930661,-254.1983914,23.95315373,-53.08055204
45:56.1,15.49444498,6.588164388,0.340941946,-3.374389922
46:05.7,23.06720686,0.599678687,-17.73623168,8.011965575
46:15.3,38.4657339,-11.9723879,-19.38202093,-38.23542231
46:24.9,0.813375972,-13.33675612,-18.0482865,-47.21765498
46:34.5,-36.37698038,-4.642424931,-21.6357582,-14.50227203
46:44.1,-23.22757352,3.289707918,-259.431562,9.788874151
46:53.7,-21.13478263,0.050116286,16.26206672,-22.72943267
47:03.3,-14.33852763,3.556371718,39.23449505,-48.21316505
47:12.9,35.78595706,22.85925713,278.7565649,18.9822028
47:22.5,48.42405336,25.13700706,-2.544845653,43.69231067
47:32.2,13.80492202,6.089416335,-15.5589131,-29.89121418
47:41.8,4.19711137,-4.571887098,-17.12482391,-12.61460989
47:51.4,-18.17233093,-7.087896398,-7.424629683,64.24758197
48:01.0,-60.48442103,-16.21729807,-10.09448304,30.53868751
48:10.6,-37.82456794,-29.57780864,1.559368899,-17.98248079
48:20.2,9.922143272,-30.02347931,31.13522194,266.0495283
48:29.8,19.08363341,-6.431928666,37.62603554,48.00598679
48:39.4,45.03343562,15.8626311,25.32533252,24.0006932
48:49.0,62.14956727,16.87429591,-14.14886248,-25.26480058
48:58.6,6.84813201,20.98117727,-22.29676992,-12.39445854
49:08.2,-37.23916913,32.96875293,-11.55650645,46.0083215
49:17.8,-36.74396186,24.41728076,-10.78917486,-2.270601908
49:27.4,-54.9468953,-3.491275507,-3.479508446,-72.4521781
49:37.0,-39.33985989,-23.57071244,-6.028923005,-0.35781394
49:46.6,32.60725048,-23.40073309,22.45748041,37.34529988
49:56.2,54.85526023,-17.34466687,23.26094296,-49.05734588
50:05.8,39.91537122,-20.75905308,-3.96099939,-52.59207025
50:15.4,44.44563835,-14.7753533,-23.03680654,22.62884282
50:25.0,0.701117606,12.56413346,-34.49032943,23.39494469
50:34.6,-64.66642717,27.69573011,-1.455800929,-19.75330706
50:44.2,-53.32433498,15.1789496,-2.919342736,-18.35962321
50:53.8,-26.79976658,3.488007875,-5.409840154,46.43077104
51:03.4,-18.47510075,5.465498359,1.784270889,75.03640996
51:13.0,39.3236926,3.20097811,4.91549502,2.292915884
51:22.6,74.90859887,-11.25560092,19.99534522,257.760912
51:32.2,47.08950246,-20.68178264,-10.60680046,340.5138185
51:41.8,297.6522724,-14.17636627,-38.93228276,32.57497215
51:51.4,64.39059765,0.27242162,-25.80559626,-18.77007134
52:01.0,37.03078604,1.425795911,-15.20309715,35.14083674
52:10.6,20.60268617,-10.27134336,-26.87678374,-8.954386165
52:20.2,34.6992394,-13.1693233,-32.95864659,-79.92508775
52:29.8,7.746865676,-0.837612876,-36.33174907,-9.063508358
52:39.5,-27.58226452,9.748748833,-35.86047144,-3.533279726
52:49.1,-12.88597063,6.158999,-12.45134944,-365.3621641
52:58.7,-267.4147723,-4.470516835,0.535010944,-84.4992377
53:08.3,-58.46060814,-6.243351414,-22.21642786,1.706070574
53:17.9,-56.94112521,5.260433464,-26.39000708,-59.75385473
53:27.5,-41.36529848,14.22122636,6.290332363,-79.74936381
53:37.1,-314.8886393,6.357209681,268.5027845,3.101822431
53:46.7,-64.91173554,-5.974068282,4.527878321,-19.02708843
53:56.3,-36.00110137,-2.588694228,3.337894447,-46.04414964
54:05.9,-45.70543545,10.78326141,8.842895256,50.17121085
54:15.5,-49.36447497,13.43645436,15.13186037,49.88749527
54:25.1,-5.604603011,2.562188602,32.70849098,-37.08589778
54:34.7,7.983689656,-6.398852274,281.6841016,30.64028048
54:44.3,-7.117648706,-2.390139337,6.355955947,103.1663858
54:53.9,24.03781526,7.862189508,11.38097085,18.32490993
55:03.5,54.6502208,7.266380353,41.24560335,3.87245397
55:13.1,40.7551273,-7.376062875,35.65897848,77.11763699
55:22.7,50.4836026,-16.4883971,9.65441691,282.2077008
55:32.3,75.53539616,-7.877442716,7.272434979,-0.044482333
55:41.9,54.67600376,2.123735033,10.9611345,73.81420936
55:51.5,42.63631972,-3.269168962,7.955428805,37.09687264
56:01.1,65.0309056,-14.87127757,7.694585499,-45.85853715
56:10.7,44.49888944,-14.86978844,-10.1833329,30.61909351
56:20.3,4.219232241,-2.133132245,-287.1539202,67.25522886
56:29.9,12.74988996,8.84585778,-27.52616623,-41.37953708
56:39.5,10.02912972,6.041859158,-7.105264943,-43.02700125
56:49.1,-31.75950911,-2.912439317,-26.90778863,24.10722062
56:58.7,-288.2822985,0.953606609,-49.65593266,-38.0685429
57:08.3,-30.21083323,17.13474629,-36.00421039,-67.89985549
57:17.9,-60.16828568,23.37569933,-19.70562768,-4.733146482
57:27.5,-66.31130447,12.24426794,-15.7158924,-55.56061858
57:37.2,-39.30162169,2.08200375,-9.395670679,-113.3239374
57:46.8,-53.17406586,255.9004338,-13.12640981,-268.2646733
57:56.4,-68.22430081,13.9216704,-14.84016709,0.395679432
58:06.0,-30.77860737,10.86246673,14.57989789,-95.62462897
58:15.6,-14.17641305,-4.454811471,35.3802499,-299.2637135
58:25.2,-30.45916565,-16.46415313,13.56385962,38.64782786
58:34.8,-5.602318363,-12.23730398,2.417326128,-261.2247594
58:44.4,23.79216372,-2.921527004,26.01691643,-7.822432041
58:54.0,12.74414769,-8.190019397,35.80023225,72.88611058
59:03.6,26.58670217,-22.69185326,24.57534797,33.180392
59:13.2,309.2209803,-24.45741743,17.77583124,8.61689439
59:22.8,43.78411771,-11.22363045,7.982830156,108.1471695
59:32.4,33.65035844,-1.084481931,4.698921621,92.00651846
59:42.0,315.7389506,-254.1369275,23.1328356,-9.486154597
59:51.6,60.78589802,-11.56703124,21.83251186,44.84411823
00:01.2,277.3098851,-258.0827727,-10.95903146,95.74313391
00:10.8,37.06941863,7.621468813,-15.37035578,2.569273872
00:20.4,40.38304117,17.4465965,10.41243827,-12.22908621
00:30.0,4.456428919,9.805008388,9.418418158,38.44502896
00:39.6,-1.121970398,0.519946034,-10.24103341,-28.80559879
00:49.2,5.4942809,257.4839107,-15.21576105,-54.37692485
00:58.8,-31.60013227,20.9209419,-17.25032756,25.26441678
01:08.4,-48.77426115,21.52881246,-264.6579924,-21.73319616
01:18.0,-26.7331706,9.963874187,-1.522797288,-104.6513474
01:27.6,-44.79857658,2.384538551,-12.64022706,-20.39457376
01:37.2,-323.954437,8.029896031,-40.04866145,20.40760036
01:46.8,-50.7705103,17.8554144,-28.70713773,-71.33230158
01:56.4,-38.57558256,14.67652594,-0.03996029,-54.22583469
02:06.0,-57.21734237,-1.254742933,-8.287802906,11.01946663
02:15.6,-36.77400777,-8.908272516,-24.85058319,-45.15494617
02:25.2,-8.986198067,-0.440963455,-15.15677162,-44.79207713
02:34.9,-20.5050974,5.086191393,-2.344019127,34.60817859
02:44.5,-4.4719461,-5.85937674,8.37549249,-19.58587979
02:54.1,38.52891425,-21.0810171,21.17544968,-69.30962889
03:03.7,32.68520983,-23.98187021,11.7391353,37.16201834
03:13.3,23.54188054,-15.61750367,-0.772383544,56.88092768
03:22.9,59.87894334,-10.88120081,23.88663441,-33.88768338
03:32.5,0.003946022,0.009180266,0.004882998,0.010035079
03:42.1,0.013135205,0.010052956,-0.016807265,-250.0101299
03:51.7,0.008662217,0.001192234,250.0039345,0.007951787
04:01.3,-0.006652706,-0.003063151,-0.00437902,0.002276163
04:10.9,-0.001125609,0.01224891,-0.001379886,0.006799698
04:20.5,-0.002541219,0.018386709,-0.011603714,-0.00446414
04:30.1,-0.013237636,-0.013798422,-250.0094357,0.006053605
04:39.7,0.017977994,0.00195095,-0.001356404,-0.008844336
04:49.3,250.0003994,0.003560798,0.015771076,0.018922251
04:58.9,-0.013740209,250.006109,0.020542037,0.007895522
05:08.5,0.007553904,-0.010361359,0.004227853,0.006009425
05:18.1,-0.014022033,0.01277855,250.0011494,0.000589761
05:27.7,-0.019764683,-0.002415333,-0.00765528,0.006738846
05:37.3,-0.015895469,-0.00616114,2.17E-05,-0.008796171
05:46.9,0.00284537,0.01129448,0.002914434,0.002409073
05:56.5,-0.025667501,-0.01510151,-0.005239102,-0.005138209
06:06.1,-0.006623956,-0.007917277,0.010138545,0.001208744
06:15.7,-0.011133607,-0.009186744,0.001800223,-0.023286959
06:25.3,-0.004702956,-0.000632613,0.000480238,0.030584294
06:34.9,0.00243137,-250.0074675,-0.014409311,-0.009532476
06:44.5,-250.0007026,0.012205042,-0.013077496,-0.004727616
06:54.1,0.00457926,0.00077702,0.031349723,-0.004531174
07:03.7,0.011135091,0.007356025,-0.010603399,0.005846862
07:13.3,0.012945229,-0.004127124,0.007633309,0.001045354
07:22.9,-0.00207153,0.003363732,0.030953827,-0.003919456
07:32.6,-0.014793078,0.022765692,0.007134094,0.001267183
07:42.2,-0.006663519,0.009308068,-0.025125499,-0.002665886
07:51.8,-0.013521558,-0.009100071,-0.008295621,-0.008386742
08:01.4,0.011209399,-0.027203486,-0.009525592,-0.00112748
08:11.0,0.016341013,-0.002084321,-0.011662454,0.013677279
08:20.6,-0.015349938,-0.007989229,0.007910889,-0.009909721
08:30.2,0.002370581,0.008425088,-0.006337423,250.0040641
08:39.8,0.004705628,-0.000185874,-0.005704008,0.012137141
08:49.4,0.015049161,-0.012915031,-0.003160044,0.018264309
08:59.0,0.014089327,-0.007273306,-0.005093733,0.00148135
09:08.6,0.026835927,0.014016664,0.005263793,0.001848535
09:18.2,0.014803575,-0.000852503,-0.00471926,-0.002860725
09:27.8,0.003191609,-0.007122491,0.018435405,-0.00932618
09:37.4,-0.005949982,-0.018319727,-250.0036203,0.004207662
09:47.0,-0.002698707,0.001964303,0.005560747,0.002642212
