Prospect_ID,Campaign_ID,Company,Job_Title,Score,Source,Lead_Status
18264870,2004,HeidieX,Director of Marketing,57,Webinar,Qualified
18545751,2016,Marxel,VP of Daily Operations,65,LinkedIn,Qualified
18844774,2016,Lexinton Rig Inc,VP of Daily Operations,43,Email,Closed
18768366,2004,Marxel,Head of Human Resources,46,LinkedIn,Open
18251275,2001,Polymeris,Senior Director of B2B Marketing,71,Email,Contacting
18976595,2000,HeidieX,Senior Director of B2B Marketing,41,Twitter,Qualified
18995679,2005,Bryxham,VP of Business,55,Email,Qualified
18355265,2009,Bryxham,Head of Learning and Development,64,Twitter,Closed
18279824,2009,HeidieX,Head of Human Resources,88,Website,Contacting
18487695,2013,Lexinton Rig Inc,Director of Marketing,71,Instagram,Closed
18801198,2019,Polymeris,Contingent Worker,97,Instagram,Closed
18750254,2019,WestLand's Incorporated,VP of Daily Operations,38,Website,Contacting
18318436,2005,WestLand's Incorporated,Chief of Digital Marketing,54,Webinar,Open
18171711,2019,Myxable Co.,CEO,45,Website,Closed
18292018,2000,Circuit City,VP of Business,51,Instagram,Closed
18747420,2001,Marxel,CEO,46,Facebook,Contacting
18815935,2016,WestLand's Incorporated,VP of Business,52,Email,Qualified
18789316,2019,Myxable Co.,Director of Marketing,50,Webinar,Closed
18325039,2019,Marxel,Head of Human Resources,97,LinkedIn,Qualified
18684942,2013,Marxel,VP of Business,53,Email,Closed
18863174,2019,Circuit City,President,84,Instagram,Closed
18623124,2000,Brock Tech,Chief of Digital Marketing,86,Website,Qualified
18662014,2013,WestLand's Incorporated,Chief of Digital Marketing,81,Twitter,Open
18564299,2009,Bryxham,VP of Daily Operations,44,Twitter,Contacting
18286581,2001,Myxable Co.,Contingent Worker,67,Facebook,Qualified
18603537,2016,Marxel,President,62,LinkedIn,Contacting
18461259,2016,Bryxham,Head of Learning and Development,69,Twitter,Open
18947865,2001,Gooyer,Chief of Digital Marketing,76,Facebook,Open
18477167,2019,Circuit City,Data Scientist,90,Email,Qualified
18643817,2005,WestLand's Incorporated,VP of Business,93,Email,Qualified
18139963,2019,Landon's  ,Head of Learning and Development,67,Website,Qualified
18503471,2005,Regalchain,Senior Director of B2B Marketing,65,Facebook,Closed
18486006,2000,Myxable Co.,Data Scientist,92,Email,Open
18471060,2005,Bryxham,Data Scientist,87,Twitter,Open
18686616,2005,HeidieX,Financial Analyst,85,Website,Qualified
18903839,2019,Landon's  ,Head of Human Resources,44,Instagram,Qualified
18551859,2013,Landon's  ,Procurement Manager,68,Webinar,Qualified
18430484,2013,Circuit City,Data Scientist,56,Email,Qualified
18642408,2001,Bryxham,VP of Daily Operations,79,Twitter,Contacting
18748038,2013,Polymeris,Senior Director of B2B Marketing,67,Instagram,Closed
18930780,2001,Gooyer,Contingent Worker,72,Email,Closed
18649686,2004,Brock Tech,Contingent Worker,44,Instagram,Contacting
18476898,2001,Marxel,Business Analyst,82,Twitter,Qualified
18713456,2016,Landon's  ,Manager of Business Development,57,LinkedIn,Contacting
18509999,2016,Myxable Co.,Senior Director of B2B Marketing,59,Email,Qualified
18251850,2004,Lexinton Rig Inc,Procurement Manager,60,Facebook,Contacting
18190001,2019,Myxable Co.,Contingent Worker,95,Facebook,Open
18165229,2001,Lexinton Rig Inc,Data Scientist,65,Instagram,Qualified
18468416,2013,Myxable Co.,Procurement Manager,81,LinkedIn,Open
18456019,2004,Gooyer,Manager of Business Development,59,Website,Open
18806554,2000,Lexinton Rig Inc,Data Scientist,84,Instagram,Closed
18545597,2004,Brock Tech,VP of Daily Operations,53,Instagram,Qualified
18270109,2013,Lexinton Rig Inc,Director of Marketing,61,Email,Contacting
18807294,2004,Landon's  ,Head of Learning and Development,56,Website,Qualified
18916341,2000,Landon's  ,Director of Marketing,45,Email,Open
18779312,2013,Gooyer,VP of Daily Operations,52,Twitter,Qualified
18156189,2004,Polymeris,VP of Daily Operations,52,Website,Closed
18339379,2013,Gooyer,VP of Daily Operations,52,Website,Closed
18204815,2004,Brock Tech,President,49,Twitter,Open
18774905,2005,Myxable Co.,Head of Human Resources,62,Facebook,Qualified
18491919,2016,Regalchain,Business Analyst,89,Facebook,Contacting
18810245,2009,Landon's  ,Head of Human Resources,90,Facebook,Qualified
18544181,2001,Polymeris,Head of Learning and Development,72,Facebook,Qualified
18359939,2004,Gooyer,Head of Learning and Development,86,Twitter,Closed
18856970,2013,Polymeris,Business Analyst,60,Email,Open
18443880,2001,Brock Tech,Business Analyst,60,LinkedIn,Closed
18963990,2013,Gooyer,Contingent Worker,59,Facebook,Closed
18815154,2005,Brock Tech,Director of Marketing,75,LinkedIn,Contacting
18955300,2000,Lexinton Rig Inc,Business Analyst,51,Facebook,Qualified
18602141,2000,Circuit City,Business Analyst,70,Twitter,Open
18760345,2004,Brock Tech,Head of Human Resources,96,Webinar,Open
18669539,2004,Gooyer,Business Analyst,86,Webinar,Closed
18567777,2013,Myxable Co.,Financial Analyst,73,Instagram,Contacting
18178961,2005,Gooyer,VP of Daily Operations,72,Instagram,Closed
18496660,2013,Landon's  ,Financial Analyst,97,Twitter,Open
18318622,2016,Lexinton Rig Inc,Data Scientist,75,Email,Qualified
18382565,2000,Myxable Co.,VP of Business,68,Instagram,Qualified
18245929,2005,Landon's  ,CEO,80,Email,Qualified
18956023,2004,Polymeris,CEO,87,Website,Closed
19002231,2019,Landon's  ,VP of Business,61,LinkedIn,Qualified
18184307,2005,Landon's  ,Head of Learning and Development,98,Email,Contacting
18877245,2001,WestLand's Incorporated,VP of Daily Operations,69,LinkedIn,Closed
18606395,2000,Myxable Co.,VP of Business,75,LinkedIn,Open
18588684,2019,Regalchain,Data Scientist,97,Email,Qualified
18353916,2000,WestLand's Incorporated,Head of Human Resources,75,Webinar,Closed
19007188,2016,Lexinton Rig Inc,Contingent Worker,79,Webinar,Contacting
18167876,2004,Regalchain,Contingent Worker,85,Twitter,Closed
18494714,2009,Landon's  ,CEO,66,Website,Open
18983713,2000,Regalchain,Senior Director of B2B Marketing,97,Instagram,Contacting
18327512,2013,Brock Tech,VP of Daily Operations,48,Facebook,Closed
18917641,2009,HeidieX,Data Scientist,57,Email,Contacting
18201608,2009,Bryxham,Head of Learning and Development,61,Facebook,Qualified
18327170,2013,Brock Tech,Director of Marketing,43,Facebook,Open
18530026,2019,Polymeris,VP of Business,36,Webinar,Closed
18403762,2009,Landon's  ,VP of Business,39,Webinar,Closed
18638356,2000,Myxable Co.,Manager of Business Development,87,Instagram,Closed
18732682,2009,Myxable Co.,Senior Director of B2B Marketing,61,Webinar,Closed
18720267,2004,Landon's  ,Chief of Digital Marketing,97,Webinar,Closed
18916837,2013,Lexinton Rig Inc,Procurement Manager,47,Webinar,Open
18826450,2009,Circuit City,Contingent Worker,93,Webinar,Open
18254286,2013,Brock Tech,Senior Director of B2B Marketing,91,Instagram,Open
18161868,2000,Regalchain,Data Scientist,58,Twitter,Contacting
18557411,2005,Polymeris,Director of Marketing,86,Website,Open
18452861,2019,Marxel,Procurement Manager,90,Email,Open
18455696,2019,WestLand's Incorporated,Senior Director of B2B Marketing,92,Email,Contacting
18279879,2004,WestLand's Incorporated,Director of Marketing,42,Facebook,Closed
18875873,2000,HeidieX,Senior Director of B2B Marketing,85,Instagram,Qualified
18555931,2001,Gooyer,VP of Business,67,Email,Qualified
18641699,2009,Bryxham,Data Scientist,55,Instagram,Contacting
18149014,2005,Landon's  ,Business Analyst,83,Webinar,Closed
18174941,2001,Circuit City,Financial Analyst,57,Email,Qualified
18372816,2005,Bryxham,Head of Human Resources,50,Webinar,Contacting
18367012,2019,Circuit City,Financial Analyst,69,Email,Closed
18769963,2016,Polymeris,President,82,Webinar,Contacting
18455198,2000,Brock Tech,Senior Director of B2B Marketing,39,Twitter,Closed
18442822,2016,Regalchain,Contingent Worker,54,Twitter,Qualified
18424906,2009,Gooyer,Chief of Digital Marketing,69,LinkedIn,Open
18152295,2000,Regalchain,Financial Analyst,88,Instagram,Open
18885523,2016,Circuit City,Chief of Digital Marketing,46,Twitter,Contacting
18144298,2019,Lexinton Rig Inc,Senior Director of B2B Marketing,65,Facebook,Open
18168011,2013,Polymeris,Head of Learning and Development,43,Email,Qualified
18880906,2019,WestLand's Incorporated,Director of Marketing,90,Twitter,Contacting
18335448,2005,Gooyer,Procurement Manager,90,Webinar,Qualified
18150602,2013,HeidieX,CEO,38,Twitter,Closed
18564157,2005,WestLand's Incorporated,Business Analyst,39,Instagram,Qualified
18312506,2005,HeidieX,VP of Daily Operations,63,Instagram,Qualified
18420700,2000,Brock Tech,Manager of Business Development,77,Facebook,Open
18448012,2004,HeidieX,CEO,94,Twitter,Open
18581840,2005,Circuit City,Chief of Digital Marketing,54,LinkedIn,Open
18776283,2005,Lexinton Rig Inc,Director of Marketing,40,Twitter,Closed
18571884,2004,WestLand's Incorporated,Manager of Business Development,77,Email,Open
18995277,2001,Circuit City,CEO,71,Website,Closed
18771487,2000,Brock Tech,Head of Learning and Development,51,Website,Qualified
18300052,2019,Regalchain,Chief of Digital Marketing,78,Website,Contacting
18836334,2005,HeidieX,President,93,LinkedIn,Contacting
18956931,2000,Gooyer,CEO,72,Instagram,Closed
18312040,2001,Bryxham,VP of Daily Operations,97,Webinar,Contacting
18212737,2019,Brock Tech,Financial Analyst,49,Website,Open
18487189,2016,Myxable Co.,Manager of Business Development,73,Twitter,Open
18797484,2013,WestLand's Incorporated,Contingent Worker,52,LinkedIn,Qualified
18984787,2019,Polymeris,President,90,Facebook,Open
18863514,2000,HeidieX,Director of Marketing,80,LinkedIn,Closed
18697358,2013,HeidieX,Head of Learning and Development,69,Instagram,Qualified
18208424,2000,HeidieX,Manager of Business Development,61,LinkedIn,Qualified
18466889,2009,HeidieX,Head of Learning and Development,97,Twitter,Contacting
18740690,2005,Landon's  ,Manager of Business Development,70,Email,Closed
18317721,2019,Regalchain,Director of Marketing,43,Instagram,Qualified
18869829,2013,Landon's  ,Financial Analyst,44,Instagram,Contacting
18239146,2005,HeidieX,Business Analyst,87,Email,Contacting
18977964,2005,Marxel,Manager of Business Development,44,Twitter,Open
18528451,2013,WestLand's Incorporated,Director of Marketing,47,Webinar,Open
18943690,2001,Lexinton Rig Inc,Senior Director of B2B Marketing,86,Twitter,Open
18375653,2001,WestLand's Incorporated,VP of Business,87,Twitter,Closed
18153025,2009,Regalchain,VP of Daily Operations,61,LinkedIn,Open
18505248,2004,Myxable Co.,Financial Analyst,54,LinkedIn,Open
18966038,2005,Polymeris,Chief of Digital Marketing,78,Email,Closed
18994395,2001,Brock Tech,Financial Analyst,82,Instagram,Qualified
18792185,2019,Gooyer,Financial Analyst,85,Instagram,Contacting
18587553,2005,HeidieX,Head of Learning and Development,80,Webinar,Closed
18655515,2000,Regalchain,Director of Marketing,84,Webinar,Open
18928550,2016,Bryxham,Senior Director of B2B Marketing,63,Webinar,Open
18792708,2016,Brock Tech,Contingent Worker,83,LinkedIn,Open
18922234,2001,HeidieX,VP of Business,75,LinkedIn,Contacting
18757148,2016,Gooyer,Director of Marketing,77,Email,Contacting
18913740,2004,Polymeris,VP of Business,94,Facebook,Qualified
18579547,2001,Brock Tech,Contingent Worker,41,LinkedIn,Contacting
18796228,2009,Bryxham,President,93,Facebook,Open
18878386,2009,Brock Tech,VP of Daily Operations,48,Facebook,Closed
18366514,2016,Lexinton Rig Inc,Head of Learning and Development,82,Instagram,Open
18655046,2016,Marxel,CEO,42,Facebook,Contacting
18544418,2004,Bryxham,Head of Human Resources,73,Facebook,Qualified
18423446,2009,Circuit City,Head of Human Resources,39,Facebook,Open
18383528,2009,HeidieX,Data Scientist,93,Twitter,Contacting
18132616,2001,Myxable Co.,VP of Daily Operations,88,Facebook,Open
18857863,2013,Gooyer,Manager of Business Development,93,Instagram,Open
18141392,2009,Myxable Co.,Contingent Worker,47,Webinar,Open
18626320,2001,Circuit City,Financial Analyst,62,Website,Closed
18625714,2009,HeidieX,VP of Business,78,Instagram,Open
18306022,2004,Gooyer,Head of Learning and Development,37,Website,Open
18857261,2000,Landon's  ,President,80,Website,Contacting
18536881,2009,Regalchain,VP of Business,97,Twitter,Contacting
18866814,2016,Landon's  ,Chief of Digital Marketing,45,Instagram,Open
18217784,2009,Regalchain,Head of Learning and Development,51,Twitter,Closed
18821609,2009,WestLand's Incorporated,Financial Analyst,68,LinkedIn,Qualified
18937048,2009,Brock Tech,CEO,48,Facebook,Open
18298601,2016,Landon's  ,VP of Daily Operations,69,Facebook,Qualified
18902610,2005,Landon's  ,Business Analyst,48,Instagram,Open
18293763,2019,Marxel,Financial Analyst,84,LinkedIn,Open
18548637,2013,HeidieX,President,40,Facebook,Qualified
18198973,2001,Gooyer,Chief of Digital Marketing,85,Instagram,Open
18156800,2013,Gooyer,Director of Marketing,51,Webinar,Open
18967077,2005,Bryxham,President,83,LinkedIn,Open
18684509,2009,Landon's  ,VP of Daily Operations,65,Webinar,Contacting
18313278,2009,Bryxham,VP of Daily Operations,76,Twitter,Qualified
18866075,2009,WestLand's Incorporated,Director of Marketing,48,Twitter,Contacting
18171218,2004,Myxable Co.,Senior Director of B2B Marketing,62,Webinar,Qualified
18226728,2004,HeidieX,Senior Director of B2B Marketing,56,Facebook,Closed
18448082,2016,Landon's  ,Manager of Business Development,37,Twitter,Open
18878415,2000,Myxable Co.,CEO,97,Website,Qualified
18340180,2004,Circuit City,President,46,Website,Open
18409815,2004,Landon's  ,Chief of Digital Marketing,44,Instagram,Closed
18294924,2019,Myxable Co.,CEO,54,Email,Closed
18656741,2013,HeidieX,Business Analyst,73,Twitter,Contacting
18559348,2019,HeidieX,Procurement Manager,54,Twitter,Open
18659128,2001,Myxable Co.,Procurement Manager,79,Website,Qualified
18782919,2005,Gooyer,Head of Learning and Development,81,Website,Closed
18692235,2016,HeidieX,Manager of Business Development,62,Website,Contacting
18973679,2005,Marxel,VP of Daily Operations,92,Instagram,Closed
18986133,2000,Circuit City,Business Analyst,43,Twitter,Contacting
18493332,2004,Lexinton Rig Inc,President,55,LinkedIn,Contacting
18729211,2004,Landon's  ,Manager of Business Development,59,Twitter,Qualified
18638801,2005,HeidieX,Contingent Worker,96,Website,Contacting
18730561,2016,HeidieX,Senior Director of B2B Marketing,93,Facebook,Closed
18465864,2016,Lexinton Rig Inc,VP of Business,77,Website,Qualified
18741199,2013,Polymeris,Head of Learning and Development,43,Twitter,Contacting
18559394,2013,Regalchain,Business Analyst,95,Instagram,Qualified
18926849,2016,Landon's  ,Business Analyst,68,Website,Qualified
18405106,2004,Bryxham,Head of Learning and Development,53,Twitter,Open
18155431,2000,Lexinton Rig Inc,Senior Director of B2B Marketing,51,Webinar,Closed
18689772,2001,Polymeris,VP of Daily Operations,69,Webinar,Open
18144422,2019,Lexinton Rig Inc,Contingent Worker,60,Instagram,Contacting
18197447,2005,Brock Tech,Procurement Manager,63,Website,Qualified
18518413,2009,Marxel,Data Scientist,87,Email,Open
18927915,2019,Marxel,Director of Marketing,86,Webinar,Open
18673737,2005,Bryxham,Contingent Worker,37,Facebook,Contacting
18575173,2001,Gooyer,VP of Business,93,LinkedIn,Qualified
18625207,2004,Regalchain,Business Analyst,63,Webinar,Closed
18192207,2019,Circuit City,Chief of Digital Marketing,80,Website,Contacting
18280738,2019,Gooyer,Manager of Business Development,64,LinkedIn,Contacting
18942737,2016,Regalchain,Chief of Digital Marketing,76,Webinar,Contacting
18809067,2019,Myxable Co.,Head of Learning and Development,71,LinkedIn,Open
18828585,2004,HeidieX,Contingent Worker,49,Instagram,Closed
18479353,2005,Polymeris,Financial Analyst,42,Twitter,Open
18839159,2000,Lexinton Rig Inc,VP of Business,40,Webinar,Closed
18257330,2004,Lexinton Rig Inc,VP of Business,40,Email,Contacting
18471455,2005,Circuit City,Manager of Business Development,85,Twitter,Contacting
18621217,2016,HeidieX,Procurement Manager,62,Facebook,Closed
18459045,2005,Circuit City,Director of Marketing,70,Instagram,Contacting
18589581,2000,Lexinton Rig Inc,Procurement Manager,47,Webinar,Open
18860772,2019,Brock Tech,Head of Learning and Development,91,Email,Closed
18759930,2019,Lexinton Rig Inc,Procurement Manager,78,Facebook,Closed
18221608,2009,Regalchain,Senior Director of B2B Marketing,83,Website,Contacting
18413248,2001,Circuit City,Procurement Manager,61,Instagram,Closed
18737515,2001,Lexinton Rig Inc,Head of Human Resources,93,Webinar,Qualified
18691110,2019,Regalchain,VP of Business,68,Webinar,Closed
18530433,2013,Regalchain,VP of Business,56,Twitter,Qualified
18867376,2005,Brock Tech,Financial Analyst,45,Instagram,Qualified
18986191,2001,Brock Tech,CEO,76,Website,Qualified
18405179,2016,Lexinton Rig Inc,Head of Human Resources,38,Instagram,Closed
18504132,2013,Brock Tech,VP of Daily Operations,93,Website,Qualified
18805383,2001,Landon's  ,VP of Business,86,LinkedIn,Qualified
18967395,2013,Gooyer,VP of Daily Operations,79,Facebook,Contacting
18855549,2013,Landon's  ,Head of Learning and Development,87,LinkedIn,Closed
18585732,2016,Lexinton Rig Inc,Manager of Business Development,80,Email,Qualified
18594012,2001,Regalchain,Chief of Digital Marketing,49,Facebook,Open
18225787,2000,Polymeris,Contingent Worker,74,Instagram,Contacting
18565866,2013,Lexinton Rig Inc,VP of Daily Operations,68,Email,Contacting
18875121,2009,WestLand's Incorporated,Procurement Manager,72,Facebook,Closed
18321134,2004,Marxel,Procurement Manager,68,Website,Closed
18866033,2013,Brock Tech,Director of Marketing,78,Twitter,Open
18450930,2001,Gooyer,Chief of Digital Marketing,74,Website,Qualified
18815568,2005,Marxel,Chief of Digital Marketing,95,Instagram,Closed
18852182,2009,Bryxham,Financial Analyst,65,Facebook,Open
18319947,2019,Regalchain,Head of Human Resources,93,Website,Closed
18834218,2013,Myxable Co.,Contingent Worker,78,Email,Open
18263604,2009,HeidieX,Director of Marketing,85,LinkedIn,Qualified
18261614,2001,Regalchain,Chief of Digital Marketing,98,Instagram,Contacting
18326841,2019,WestLand's Incorporated,VP of Business,60,Twitter,Closed
18205536,2013,Gooyer,Manager of Business Development,43,Twitter,Closed
18535543,2009,Marxel,CEO,52,Twitter,Qualified
18888311,2009,Lexinton Rig Inc,Business Analyst,65,Email,Contacting
18806679,2005,WestLand's Incorporated,VP of Business,48,Facebook,Open
18984041,2016,Lexinton Rig Inc,Procurement Manager,88,Instagram,Open
18590557,2001,Brock Tech,Manager of Business Development,69,Instagram,Closed
18279511,2009,HeidieX,Financial Analyst,93,Email,Open
18376986,2016,Myxable Co.,CEO,45,Facebook,Contacting
18186027,2005,Landon's  ,Senior Director of B2B Marketing,58,Twitter,Qualified
18722037,2009,Circuit City,CEO,73,Twitter,Contacting
18690152,2016,Gooyer,Director of Marketing,75,Website,Qualified
18969600,2000,Landon's  ,CEO,36,LinkedIn,Qualified
18492360,2013,Regalchain,Head of Learning and Development,56,LinkedIn,Closed
18508359,2001,Regalchain,Chief of Digital Marketing,51,LinkedIn,Contacting
18966347,2009,Bryxham,President,73,Facebook,Open
18322105,2004,Brock Tech,Data Scientist,72,Email,Contacting
18147666,2016,Brock Tech,Head of Human Resources,51,Facebook,Contacting
18603023,2019,Brock Tech,Manager of Business Development,58,Twitter,Contacting
18989396,2000,Lexinton Rig Inc,President,90,Instagram,Qualified
18258975,2016,Landon's  ,President,51,Facebook,Qualified
18868703,2013,Landon's  ,Procurement Manager,86,LinkedIn,Contacting
18615206,2009,Polymeris,Manager of Business Development,75,Instagram,Contacting
18563332,2016,Polymeris,Financial Analyst,96,LinkedIn,Open
18332544,2016,WestLand's Incorporated,Head of Learning and Development,78,Email,Closed
18615778,2000,Gooyer,Head of Learning and Development,47,Facebook,Qualified
18192232,2001,Brock Tech,President,83,Facebook,Contacting
18541702,2004,Circuit City,Manager of Business Development,37,Webinar,Qualified
18827818,2013,Circuit City,Financial Analyst,43,Website,Closed
18524057,2019,Bryxham,CEO,38,Twitter,Open
